week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
10,March,Southern,Anchor Milk Powder,Dairy,High,High,High,Yes,Eid,Yes,Yes,Medium,Medium,479.65,348
21,May,Uva,Arrack,Alcohol,High,Medium,Low,No,None,No,Yes,Low,Low,296.75,165
4,January,Central,Sugar,Sweeteners,Low,High,Medium,Yes,Poya,Yes,Yes,Medium,Medium,508.72,836
10,March,Uva,MD Crackers,Snacks,Medium,Medium,Medium,Yes,Eid,Yes,Yes,Low,Low,697.72,1698
14,April,Uva,Arrack,Alcohol,Medium,Medium,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,340.1,214
8,February,Southern,Red Rice,Staples,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,389.94,1867
45,November,Sabaragamuwa,Ritzbury Chocolate,Snacks,Low,Medium,Low,No,None,No,Yes,Low,Low,379.18,956
1,January,Sabaragamuwa,Sugar,Sweeteners,Low,High,Medium,No,None,No,Yes,Low,Low,306.48,444
46,November,Eastern,Maggi Noodles,Instant Foods,Low,Medium,Low,Yes,None,No,Yes,Low,Low,534.38,1460
26,June,Central,Pepsi,Beverages,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,750.7,1271
14,April,Western,Munchee Biscuits,Snacks,High,High,High,Yes,Sinhala_Tamil_New_Year,Yes,No,High,High,860.24,1426
28,July,Southern,Anchor Milk Powder,Dairy,High,Low,High,Yes,Poya,Yes,Yes,Medium,Medium,712.14,601
52,December,Sabaragamuwa,Jaggery,Sweeteners,Low,High,Low,Yes,Christmas,Yes,No,Low,Low,572.05,939
44,October,North Western,Munchee Biscuits,Snacks,Low,Medium,Medium,Yes,Deepavali,Yes,Yes,Medium,Medium,614.18,1382
22,May,North Central,Maggi Noodles,Instant Foods,High,Low,Low,Yes,None,No,Yes,Low,Low,247.8,796
23,June,North Central,Ice Cream,Frozen Foods,High,Medium,Medium,No,None,No,Yes,Low,Low,949.22,542
31,July,Western,Jaggery,Sweeteners,High,Low,High,No,None,No,Yes,High,High,918.95,1517
9,February,Northern,Lantern Materials,Household,Medium,Medium,Low,No,None,No,Yes,Low,Low,340.43,336
8,February,Eastern,Coca-Cola,Beverages,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,521.19,721
9,February,Western,Rice Flour,Cooking Essentials,High,Low,High,No,None,No,Yes,High,High,744.99,814
10,March,Southern,Lantern Materials,Household,Medium,Medium,High,Yes,Eid,Yes,Yes,Medium,Medium,767.29,834
47,November,North Central,Anchor Milk Powder,Dairy,Low,Low,Low,No,None,No,Yes,Low,Low,197.14,217
11,March,North Central,Lion Beer,Alcohol,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,512.63,303
36,September,Uva,Lantern Materials,Household,Medium,Low,Medium,Yes,Poya,Yes,No,Low,Low,266.36,250
9,February,North Western,Pepsi,Beverages,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,658.22,1472
24,June,Sabaragamuwa,Wheat Flour,Cooking Essentials,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,212.14,192
43,October,Western,Wheat Flour,Cooking Essentials,Low,Medium,High,No,Deepavali,Yes,Yes,High,High,632.43,709
45,November,Eastern,Arrack,Alcohol,Low,Low,Medium,No,None,No,Yes,Low,Low,334.92,187
51,December,Southern,Necto,Beverages,Low,High,High,No,Christmas,Yes,No,Medium,Medium,615.4,1173
38,September,North Central,Anchor Milk Powder,Dairy,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,277.98,252
9,February,Eastern,Ritzbury Chocolate,Snacks,Medium,High,Medium,No,None,No,Yes,Low,Low,327.66,806
17,April,Western,Coconut Oil,Cooking Essentials,High,Low,High,No,None,No,No,High,High,1029.72,951
18,April,Eastern,Frozen Fish,Frozen Foods,High,High,Medium,Yes,Vesak,Yes,Yes,Low,Low,489.27,372
49,December,Central,Rice Flour,Cooking Essentials,Low,High,Medium,No,None,No,No,Medium,Medium,387.55,393
6,February,Uva,Ice Cream,Frozen Foods,Low,High,Medium,Yes,None,No,Yes,Low,Low,271.18,200
48,November,North Central,Ice Cream,Frozen Foods,Low,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,268.78,144
38,September,Central,Ritzbury Chocolate,Snacks,Low,Low,Medium,Yes,None,No,Yes,Medium,Medium,607.1,1365
27,July,Northern,Red Rice,Staples,High,Low,Low,No,None,No,Yes,Low,Low,158.52,746
25,June,Central,Kotmale Yoghurt,Dairy,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,274.54,303
19,May,Eastern,Necto,Beverages,High,Medium,Medium,No,Vesak,Yes,Yes,Low,Low,563.97,1023
6,February,Northern,Kotmale Yoghurt,Dairy,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,312.87,309
40,October,Uva,Sugar,Sweeteners,Low,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,434.29,743
50,December,North Central,Lion Beer,Alcohol,Low,Medium,Medium,Yes,None,No,No,Low,Low,349.02,268
6,February,Northern,Canned Fish,Canned Goods,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,271.33,436
16,April,Uva,Maggi Noodles,Instant Foods,Medium,Medium,Low,Yes,Poya,Yes,No,Low,Low,320.3,778
26,June,North Central,Frozen Fish,Frozen Foods,High,Low,Low,Yes,None,No,Yes,Low,Low,567.3,458
19,May,North Central,Prima Noodles,Instant Foods,High,Medium,Low,No,Vesak,Yes,Yes,Low,Low,283.8,841
15,April,Sabaragamuwa,Pepsi,Beverages,High,Medium,Medium,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,752.06,1263
9,February,Central,Prima Noodles,Instant Foods,Medium,High,High,No,None,No,Yes,Medium,Medium,407.24,1300
39,September,North Western,Elephant Ginger Beer,Beverages,Low,Low,Low,No,None,No,Yes,Medium,Medium,553.45,1070
15,April,Uva,Coca-Cola,Beverages,Medium,High,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,331.17,535
32,August,Western,Sunflower Oil,Cooking Essentials,High,Low,Medium,Yes,Poya,Yes,Yes,High,High,1085.07,1092
8,February,Northern,Dhal,Staples,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,306.76,1094
14,April,Northern,Wheat Flour,Cooking Essentials,High,Medium,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,369.24,336
16,April,Central,Anchor Milk Powder,Dairy,Medium,High,High,Yes,Poya,Yes,No,Medium,Medium,610.11,506
51,December,Sabaragamuwa,Ice Cream,Frozen Foods,Low,High,Low,No,Christmas,Yes,No,Low,Low,257.31,184
26,June,North Central,Canned Fish,Canned Goods,High,Low,Medium,Yes,None,No,Yes,Low,Low,343.84,570
36,September,Western,Dhal,Staples,Medium,Low,High,Yes,Poya,Yes,No,High,High,1104.57,4191
42,October,Western,Ritzbury Chocolate,Snacks,Low,Medium,High,Yes,None,No,Yes,High,High,1336.16,3344
7,February,North Western,Anchor Milk Powder,Dairy,Medium,High,Low,No,None,No,Yes,Medium,Medium,387.37,380
17,April,Central,Sunflower Oil,Cooking Essentials,Medium,High,High,No,None,No,No,Medium,Medium,387.84,566
37,September,Central,Lantern Materials,Household,Medium,Low,High,No,None,No,No,Medium,Medium,489.38,422
35,August,Western,Washing Powder,Household,Medium,Low,High,No,None,No,Yes,High,High,1237.66,1511
9,February,Uva,Candles,Household,Medium,High,Medium,No,None,No,Yes,Low,Low,320.44,274
17,April,Southern,Necto,Beverages,High,Medium,High,No,None,No,No,Medium,Medium,1006.41,1920
4,January,Northern,Coca-Cola,Beverages,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,421.07,984
46,November,Southern,Red Rice,Staples,Low,Medium,Medium,Yes,None,No,Yes,Medium,Medium,664.95,3273
42,October,Eastern,MD Crackers,Snacks,Low,Medium,Medium,Yes,None,No,Yes,Low,Low,392.54,840
46,November,Sabaragamuwa,Rice Flour,Cooking Essentials,Low,Medium,Low,Yes,None,No,Yes,Low,Low,278.35,281
2,January,Uva,Lion Beer,Alcohol,Low,High,Low,Yes,None,No,Yes,Low,Low,397.31,198
36,September,Northern,Munchee Biscuits,Snacks,Medium,Low,Low,Yes,Poya,Yes,No,Low,Low,355.38,716
2,January,Northern,Ice Cream,Frozen Foods,Low,High,Low,Yes,None,No,Yes,Low,Low,300.42,267
40,October,Central,Coca-Cola,Beverages,Low,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,456.29,948
31,July,Sabaragamuwa,Sunflower Oil,Cooking Essentials,Medium,Low,Low,No,None,No,Yes,Low,Low,342.79,442
15,April,Western,Washing Powder,Household,High,Medium,High,No,Sinhala_Tamil_New_Year,Yes,No,High,High,843.32,1089
39,September,Southern,Lantern Materials,Household,Low,Low,High,No,None,No,Yes,Medium,Medium,352.1,452
41,October,Uva,Ice Cream,Frozen Foods,Low,Low,Low,No,None,No,Yes,Low,Low,256.33,152
32,August,Sabaragamuwa,Wheat Flour,Cooking Essentials,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,365.52,483
23,June,Sabaragamuwa,Sugar,Sweeteners,High,Low,Medium,No,None,No,Yes,Low,Low,328.17,517
32,August,North Western,Anchor Milk Powder,Dairy,Medium,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,537.08,581
16,April,Sabaragamuwa,Ritzbury Chocolate,Snacks,High,Medium,Low,Yes,Poya,Yes,No,Low,Low,407.0,755
43,October,Northern,Lion Beer,Alcohol,Low,Low,Low,No,Deepavali,Yes,Yes,Low,Low,274.37,204
52,December,Southern,Candles,Household,Low,High,High,Yes,Christmas,Yes,No,Medium,Medium,864.9,1157
15,April,Southern,Jaggery,Sweeteners,High,High,High,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,780.11,944
41,October,Eastern,Washing Powder,Household,Medium,Low,High,No,None,No,Yes,Low,Low,269.58,355
41,October,Eastern,Ice Cream,Frozen Foods,Medium,Medium,Medium,No,None,No,Yes,Low,Low,406.07,256
7,February,Central,Coconut Oil,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Medium,Medium,371.73,542
48,November,North Western,Ice Cream,Frozen Foods,Low,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,599.34,371
43,October,Sabaragamuwa,Arrack,Alcohol,Low,Medium,Low,No,Deepavali,Yes,Yes,Low,Low,290.82,148
34,August,Sabaragamuwa,Sunflower Oil,Cooking Essentials,Medium,Low,Low,Yes,None,No,Yes,Low,Low,432.07,507
37,September,North Central,Sugar,Sweeteners,Medium,Low,Low,No,None,No,No,Low,Low,166.0,268
29,July,Sabaragamuwa,Elephant Ginger Beer,Beverages,Medium,Low,Low,No,None,No,Yes,Low,Low,595.07,1369
40,October,Northern,MD Crackers,Snacks,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,686.03,1590
20,May,North Western,Ritzbury Chocolate,Snacks,High,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,649.31,1457
7,February,Eastern,Maggi Noodles,Instant Foods,High,High,High,No,None,No,Yes,Low,Low,257.09,515
47,November,Sabaragamuwa,Prima Noodles,Instant Foods,Low,Medium,Medium,No,None,No,Yes,Low,Low,466.39,965
33,August,Central,Munchee Biscuits,Snacks,Low,Low,Medium,No,None,No,Yes,Medium,Medium,486.49,946
52,December,Uva,MD Crackers,Snacks,Low,High,Low,Yes,Christmas,Yes,No,Low,Low,412.21,774
26,June,Eastern,Lion Beer,Alcohol,High,Low,High,Yes,None,No,Yes,Low,Low,344.29,213
9,February,Northern,Wheat Flour,Cooking Essentials,High,Medium,Medium,No,None,No,Yes,Low,Low,340.57,406
41,October,Western,Candles,Household,Low,Low,High,No,None,No,Yes,High,High,976.96,930
10,March,North Western,Sugar,Sweeteners,High,High,Low,Yes,Eid,Yes,Yes,Medium,Medium,564.14,867
25,June,Northern,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,173.25,126
31,July,Central,Sunflower Oil,Cooking Essentials,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,318.38,296
22,May,Western,Rice,Staples,High,Low,Medium,Yes,None,No,Yes,High,High,1308.7,4822
10,March,Western,Dhal,Staples,High,Medium,High,Yes,Eid,Yes,Yes,High,High,940.18,3420
51,December,North Western,Frozen Fish,Frozen Foods,Low,Medium,Medium,No,Christmas,Yes,No,Medium,Medium,541.8,401
15,April,Sabaragamuwa,Sugar,Sweeteners,High,Medium,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,368.99,528
17,April,Southern,Canned Fish,Canned Goods,High,Medium,High,No,None,No,No,Medium,Medium,600.19,756
10,March,Northern,Pepsi,Beverages,High,High,Medium,Yes,Eid,Yes,Yes,Low,Low,801.34,1741
12,March,Northern,Pepsi,Beverages,High,Medium,Low,Yes,Poya,Yes,No,Low,Low,591.33,1260
44,October,Central,Elephant Ginger Beer,Beverages,Low,Medium,High,Yes,Deepavali,Yes,Yes,Medium,Medium,959.35,2014
48,November,Eastern,Coconut Oil,Cooking Essentials,Low,Low,Low,Yes,Poya,Yes,Yes,Low,Low,318.33,290
20,May,Sabaragamuwa,Rice Flour,Cooking Essentials,High,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,404.91,627
40,October,Uva,Washing Powder,Household,Low,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,491.5,532
44,October,North Central,Pepsi,Beverages,Low,Medium,Medium,Yes,Deepavali,Yes,Yes,Low,Low,485.99,1125
6,February,North Western,Coca-Cola,Beverages,Medium,High,Low,Yes,None,No,Yes,Medium,Medium,631.13,1357
37,September,North Central,Arrack,Alcohol,Medium,Low,Low,No,None,No,No,Low,Low,162.01,97
31,July,Uva,Kotmale Yoghurt,Dairy,Medium,Low,Medium,No,None,No,Yes,Low,Low,387.05,399
40,October,Southern,Coconut Oil,Cooking Essentials,Low,Medium,Medium,Yes,Poya,Yes,Yes,Medium,Medium,359.04,467
3,January,Western,Sugar,Sweeteners,Low,High,High,No,None,No,Yes,High,High,855.2,1235
19,May,Western,Washing Powder,Household,High,Low,High,No,Vesak,Yes,Yes,High,High,626.82,603
12,March,North Central,Frozen Fish,Frozen Foods,High,Low,Low,Yes,Poya,Yes,No,Low,Low,849.89,470
3,January,Uva,Dhal,Staples,Low,High,Low,No,None,No,Yes,Low,Low,169.15,614
51,December,Southern,Ritzbury Chocolate,Snacks,Low,High,Medium,No,Christmas,Yes,No,Medium,Medium,522.34,1044
16,April,Northern,Milo,Dairy,High,Medium,Low,Yes,Poya,Yes,No,Low,Low,402.3,453
47,November,Central,Milo,Dairy,Low,Medium,Medium,No,None,No,Yes,Medium,Medium,607.35,563
17,April,Eastern,Wheat Flour,Cooking Essentials,High,Medium,Medium,No,None,No,No,Low,Low,278.03,357
43,October,Northern,Elephant Ginger Beer,Beverages,Low,Low,Low,No,Deepavali,Yes,Yes,Low,Low,394.17,900
26,June,North Western,Pepsi,Beverages,High,Low,Medium,Yes,None,No,Yes,Medium,Medium,1005.0,1923
23,June,Northern,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,309.59,158
21,May,Eastern,Prima Noodles,Instant Foods,High,Medium,Medium,No,None,No,Yes,Low,Low,243.46,489
23,June,Western,Frozen Fish,Frozen Foods,High,Low,High,No,None,No,Yes,High,High,776.33,425
9,February,Western,Frozen Fish,Frozen Foods,Medium,Low,Medium,No,None,No,Yes,High,High,788.66,519
9,February,Western,Arrack,Alcohol,High,Medium,High,No,None,No,Yes,High,High,830.31,601
45,November,North Central,MD Crackers,Snacks,Low,Low,Low,No,None,No,Yes,Low,Low,311.66,545
51,December,Central,Prima Noodles,Instant Foods,Low,High,High,No,Christmas,Yes,No,Medium,Medium,687.51,1805
3,January,Uva,Tea Leaves,Beverages,Low,High,Medium,No,None,No,Yes,Low,Low,338.53,548
46,November,Southern,Candles,Household,Low,Medium,High,Yes,None,No,Yes,Medium,Medium,522.61,659
26,June,Eastern,Lantern Materials,Household,High,Low,Low,Yes,None,No,Yes,Low,Low,250.41,255
38,September,Northern,Dhal,Staples,Medium,Low,Medium,Yes,None,No,Yes,Low,Low,368.02,1434
10,March,North Central,Lion Beer,Alcohol,High,Medium,Low,Yes,Eid,Yes,Yes,Low,Low,547.91,298
1,January,Eastern,Necto,Beverages,Low,Medium,Medium,No,None,No,Yes,Low,Low,463.0,889
52,December,North Western,Necto,Beverages,Low,High,Medium,Yes,Christmas,Yes,No,Medium,Medium,636.53,1179
49,December,Uva,Elephant Ginger Beer,Beverages,Low,Medium,Medium,No,None,No,No,Low,Low,437.19,805
21,May,Western,Jaggery,Sweeteners,High,Low,Medium,No,None,No,Yes,High,High,912.71,1855
10,March,Central,Coconut Oil,Cooking Essentials,Medium,High,High,Yes,Eid,Yes,Yes,Medium,Medium,581.57,686
9,February,North Western,Dhal,Staples,Medium,High,Medium,No,None,No,Yes,Medium,Medium,350.05,1633
32,August,Uva,Rice Flour,Cooking Essentials,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,385.57,505
30,July,Eastern,Tea Leaves,Beverages,High,Medium,Medium,Yes,None,No,Yes,Low,Low,692.69,1563
36,September,Southern,Wheat Flour,Cooking Essentials,Medium,Low,Medium,Yes,Poya,Yes,No,Medium,Medium,430.69,475
23,June,North Western,Kotmale Yoghurt,Dairy,High,Low,Low,No,None,No,Yes,Medium,Medium,408.26,366
45,November,Southern,Coconut Oil,Cooking Essentials,Low,Medium,High,No,None,No,Yes,Medium,Medium,560.29,592
52,December,Western,Dhal,Staples,Low,High,High,Yes,Christmas,Yes,No,High,High,1318.61,6285
31,July,Eastern,Lion Beer,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,308.83,219
47,November,North Western,Sunflower Oil,Cooking Essentials,Low,High,Low,No,None,No,Yes,Medium,Medium,553.14,571
46,November,Sabaragamuwa,Washing Powder,Household,Low,Medium,Low,Yes,None,No,Yes,Low,Low,465.47,498
38,September,Central,Candles,Household,Low,Low,Medium,Yes,None,No,Yes,Medium,Medium,354.61,424
29,July,Eastern,Ice Cream,Frozen Foods,High,Low,Medium,No,None,No,Yes,Low,Low,685.67,577
9,February,Southern,Elephant Ginger Beer,Beverages,Medium,Medium,High,No,None,No,Yes,Medium,Medium,863.93,1260
2,January,North Central,Coconut Oil,Cooking Essentials,Low,High,Low,Yes,None,No,Yes,Low,Low,296.52,424
49,December,Southern,Elephant Ginger Beer,Beverages,Low,Medium,High,No,None,No,No,Medium,Medium,362.31,827
25,June,Northern,MD Crackers,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,302.01,750
18,April,Central,Wheat Flour,Cooking Essentials,Medium,High,Medium,Yes,Vesak,Yes,Yes,Medium,Medium,367.88,482
40,October,Sabaragamuwa,Milo,Dairy,Low,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,432.89,292
8,February,Southern,Candles,Household,High,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,1124.31,1332
18,April,Northern,Necto,Beverages,High,Medium,Low,Yes,Vesak,Yes,Yes,Low,Low,612.58,1161
34,August,Southern,Red Rice,Staples,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,718.33,2263
39,September,Sabaragamuwa,Dhal,Staples,Low,Low,Low,No,None,No,Yes,Low,Low,159.75,766
22,May,Uva,Ritzbury Chocolate,Snacks,Medium,Low,Low,Yes,None,No,Yes,Low,Low,335.18,810
18,April,Eastern,Sunflower Oil,Cooking Essentials,High,Medium,High,Yes,Vesak,Yes,Yes,Low,Low,347.41,463
11,March,North Central,Ice Cream,Frozen Foods,High,Medium,Medium,No,Eid,Yes,Yes,Low,Low,802.55,612
45,November,Uva,Frozen Fish,Frozen Foods,Low,Medium,Low,No,None,No,Yes,Low,Low,310.73,225
29,July,Central,Wheat Flour,Cooking Essentials,Medium,Low,Low,No,None,No,Yes,Medium,Medium,644.1,982
30,July,North Western,Coconut Oil,Cooking Essentials,High,Low,Low,Yes,None,No,Yes,Medium,Medium,500.04,469
51,December,Central,Ritzbury Chocolate,Snacks,Low,High,Medium,No,Christmas,Yes,No,Medium,Medium,674.56,1457
9,February,Western,Munchee Biscuits,Snacks,Medium,High,High,No,None,No,Yes,High,High,475.71,1143
44,October,Northern,Coca-Cola,Beverages,Low,Low,Low,Yes,Deepavali,Yes,Yes,Low,Low,463.34,920
2,January,Uva,Jaggery,Sweeteners,Low,High,Low,Yes,None,No,Yes,Low,Low,278.38,537
5,January,Central,Necto,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,492.8,981
5,January,Western,Red Rice,Staples,Medium,High,Medium,No,None,No,Yes,High,High,562.24,1814
46,November,Uva,Elephant Ginger Beer,Beverages,Low,Medium,Low,Yes,None,No,Yes,Low,Low,348.29,607
23,June,Sabaragamuwa,Frozen Fish,Frozen Foods,High,Medium,Low,No,None,No,Yes,Low,Low,461.86,282
23,June,Western,Anchor Milk Powder,Dairy,High,Medium,High,No,None,No,Yes,High,High,751.42,722
18,April,Western,Kotmale Yoghurt,Dairy,High,Medium,High,Yes,Vesak,Yes,Yes,High,High,1139.84,1323
21,May,Southern,Lantern Materials,Household,High,Medium,High,No,None,No,Yes,Medium,Medium,503.08,574
45,November,Southern,Wheat Flour,Cooking Essentials,Low,Medium,High,No,None,No,Yes,Medium,Medium,346.5,517
51,December,Sabaragamuwa,Red Rice,Staples,Low,High,Medium,No,Christmas,Yes,No,Low,Low,137.95,445
50,December,Central,Lion Beer,Alcohol,Low,High,Medium,Yes,None,No,No,Medium,Medium,634.0,486
37,September,Uva,Ritzbury Chocolate,Snacks,Low,Low,Low,No,None,No,No,Low,Low,248.8,613
28,July,Western,Sugar,Sweeteners,High,Low,High,Yes,Poya,Yes,Yes,High,High,1314.15,2713
29,July,North Central,Candles,Household,High,Low,Low,No,None,No,Yes,Low,Low,250.82,221
46,November,Northern,Tea Leaves,Beverages,Low,Medium,Low,Yes,None,No,Yes,Low,Low,253.59,585
49,December,North Western,Wheat Flour,Cooking Essentials,Low,Medium,Low,No,None,No,No,Medium,Medium,478.78,557
16,April,North Western,Wheat Flour,Cooking Essentials,High,Low,Low,Yes,Poya,Yes,No,Medium,Medium,438.11,526
49,December,Southern,Prima Noodles,Instant Foods,Low,Medium,High,No,None,No,No,Medium,Medium,551.75,1643
28,July,Uva,MD Crackers,Snacks,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,640.51,1127
26,June,North Central,Munchee Biscuits,Snacks,High,Low,Low,Yes,None,No,Yes,Low,Low,473.98,1336
22,May,North Western,MD Crackers,Snacks,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,509.87,1058
5,January,Sabaragamuwa,Wheat Flour,Cooking Essentials,Low,High,Low,No,None,No,Yes,Low,Low,205.84,297
9,February,Central,Sunflower Oil,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Medium,Medium,364.19,526
9,February,Uva,Coconut Oil,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Low,Low,255.83,292
35,August,Northern,Milo,Dairy,High,Low,Medium,No,None,No,Yes,Low,Low,373.51,327
40,October,North Western,Prima Noodles,Instant Foods,Low,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,641.47,1446
42,October,North Central,Canned Fish,Canned Goods,Low,Low,Low,Yes,None,No,Yes,Low,Low,215.9,264
47,November,North Western,Maggi Noodles,Instant Foods,Low,Medium,Low,No,None,No,Yes,Medium,Medium,354.09,1004
5,January,Central,Candles,Household,Low,High,High,No,None,No,Yes,Medium,Medium,378.82,532
2,January,Northern,Kotmale Yoghurt,Dairy,Low,Medium,Medium,Yes,None,No,Yes,Low,Low,422.8,403
52,December,North Central,Necto,Beverages,Medium,Medium,Medium,Yes,Christmas,Yes,No,Low,Low,506.74,830
21,May,North Central,Ice Cream,Frozen Foods,High,Medium,Low,No,None,No,Yes,Low,Low,843.88,640
38,September,North Central,Sunflower Oil,Cooking Essentials,Low,Low,Low,Yes,None,No,Yes,Low,Low,275.14,248
39,September,North Central,Candles,Household,Low,Low,Low,No,None,No,Yes,Low,Low,291.03,315
45,November,Western,Dhal,Staples,Low,Medium,High,No,None,No,Yes,High,High,780.8,3577
19,May,Western,Pepsi,Beverages,High,Medium,High,No,Vesak,Yes,Yes,High,High,762.56,1626
21,May,North Central,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,219.2,152
34,August,Central,Necto,Beverages,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,861.71,1858
9,February,North Western,Arrack,Alcohol,Medium,High,Low,No,None,No,Yes,Medium,Medium,534.53,339
2,January,Eastern,Candles,Household,Low,High,Medium,Yes,None,No,Yes,Low,Low,288.61,344
6,February,Sabaragamuwa,Washing Powder,Household,Low,High,Low,Yes,None,No,Yes,Low,Low,206.21,176
38,September,Central,Lion Beer,Alcohol,Low,Low,High,Yes,None,No,Yes,Medium,Medium,662.93,361
52,December,North Central,Kotmale Yoghurt,Dairy,Low,Medium,Low,Yes,Christmas,Yes,No,Low,Low,345.33,293
12,March,Northern,Dhal,Staples,High,Medium,Low,Yes,Poya,Yes,No,Low,Low,428.78,2196
10,March,Southern,Milo,Dairy,High,Medium,High,Yes,Eid,Yes,Yes,Medium,Medium,544.9,426
10,March,Uva,Arrack,Alcohol,Low,High,Medium,Yes,Eid,Yes,Yes,Low,Low,551.59,254
26,June,Central,Rice,Staples,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,366.01,1551
